antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'calories_cat=low'}),frozenset({'sodium_mg_cat=medium'}),0.3335,0.3325,0.117,0.35082458770614694,1.055111541973374,1.0,0.006111249999999999,1.0282274826789837,0.07836895121216199,0.21311475409836064,0.027452565851905503,0.3513521434771336
frozenset({'sugar_g_cat=high'}),frozenset({'protein_g_cat=high'}),0.333,0.333,0.117,0.35135135135135137,1.0551091632172713,1.0,0.0061109999999999914,1.0282916666666666,0.07830700034598073,0.21311475409836064,0.027513270391831112,0.35135135135135137
frozenset({'protein_g_cat=high'}),frozenset({'sugar_g_cat=high'}),0.333,0.333,0.117,0.35135135135135137,1.0551091632172713,1.0,0.0061109999999999914,1.0282916666666666,0.07830700034598073,0.21311475409836064,0.027513270391831112,0.35135135135135137
frozenset({'sodium_mg_cat=low'}),frozenset({'fat_g_cat=low'}),0.334,0.3335,0.1175,0.3517964071856287,1.0548617906615554,1.0,0.0061109999999999776,1.0282263279445727,0.0780908568142608,0.2136363636363636,0.027451473646854754,0.3520601226332941
frozenset({'fat_g_cat=low'}),frozenset({'sodium_mg_cat=low'}),0.3335,0.334,0.1175,0.35232383808095946,1.0548617906615552,1.0,0.0061109999999999776,1.0282916666666664,0.07803227402595302,0.2136363636363636,0.027513270391830998,0.3520601226332941
frozenset({'meal_type=Snack'}),frozenset({'sugar_g_cat=high'}),0.245,0.333,0.086,0.3510204081632653,1.0541153398296255,1.0,0.004414999999999988,1.0277672955974844,0.06799630371168933,0.17479674796747963,0.02701710369305139,0.30463933321076175
frozenset({'sugar_g_cat=high'}),frozenset({'meal_type=Snack'}),0.333,0.245,0.086,0.2582582582582582,1.0541153398296255,1.0,0.004414999999999988,1.0178744939271254,0.076967330288344,0.17479674796747963,0.01756060696458042,0.30463933321076175
frozenset({'carbs_g_cat=low'}),frozenset({'diet_type=Low-Carb'}),0.334,0.169,0.0595,0.1781437125748503,1.0541048081352087,1.0,0.0030539999999999873,1.0111256830601092,0.0770686653039591,0.13416009019165726,0.01100326422966339,0.26510735924600504
frozenset({'diet_type=Low-Carb'}),frozenset({'carbs_g_cat=low'}),0.169,0.334,0.0595,0.35207100591715973,1.0541048081352087,1.0,0.0030539999999999873,1.0278904109589038,0.06176622273458095,0.13416009019165726,0.027133642518257825,0.26510735924600504
frozenset({'fat_g_cat=high'}),frozenset({'calories_cat=low'}),0.333,0.3335,0.117,0.35135135135135137,1.0535272904088497,1.0,0.0059444999999999915,1.0275208333333332,0.0761734517356705,0.21292083712465876,0.02678372295776647,0.35108796952874916
frozenset({'calories_cat=low'}),frozenset({'fat_g_cat=high'}),0.3335,0.333,0.117,0.35082458770614694,1.0535272904088495,1.0,0.0059444999999999915,1.0274572748267898,0.07623059611056598,0.21292083712465876,0.026723519799320722,0.35108796952874916
frozenset({'diet_type=Vegan'}),frozenset({'protein_g_cat=high'}),0.1725,0.333,0.0605,0.3507246376811594,1.053227140183662,1.0,0.0030574999999999977,1.0272991071428572,0.061072133030386215,0.13595505617977527,0.026573669686895642,0.26620315968142055
frozenset({'protein_g_cat=high'}),frozenset({'diet_type=Vegan'}),0.333,0.1725,0.0605,0.18168168168168167,1.053227140183662,1.0,0.0030574999999999977,1.0112201834862384,0.0757679011733802,0.13595505617977527,0.011095687832847952,0.26620315968142055
frozenset({'carbs_g_cat=high'}),frozenset({'diet_type=Paleo'}),0.3335,0.1595,0.056,0.1679160419790105,1.0527651534734201,1.0,0.0028067499999999967,1.0101144144144143,0.07519960347229655,0.12814645308924486,0.01001313739323081,0.25950661033119804
frozenset({'diet_type=Paleo'}),frozenset({'carbs_g_cat=high'}),0.1595,0.3335,0.056,0.3510971786833856,1.05276515347342,1.0,0.0028067499999999967,1.0271183574879228,0.05963180929718697,0.12814645308924486,0.02640236861723265,0.25950661033119804
frozenset({'carbs_g_cat=low'}),frozenset({'cholesterol_mg_cat=high'}),0.334,0.33,0.116,0.3473053892215569,1.0524405733986573,1.0,0.0057799999999999935,1.0265137614678899,0.0748161955058506,0.2116788321167883,0.025828939136652074,0.3494102703683542
frozenset({'cholesterol_mg_cat=high'}),frozenset({'carbs_g_cat=low'}),0.33,0.334,0.116,0.3515151515151515,1.052440573398657,1.0,0.0057799999999999935,1.0270093457943925,0.07436953165208432,0.2116788321167883,0.026299026299026255,0.3494102703683542
frozenset({'sugar_g_cat=low'}),frozenset({'cooking_method=Fried'}),0.335,0.1575,0.0555,0.16567164179104477,1.0518834399431414,1.0,0.002737499999999997,1.00979427549195,0.07417191627717934,0.12700228832951943,0.009699278090260848,0.25902629708599856
frozenset({'cooking_method=Fried'}),frozenset({'sugar_g_cat=low'}),0.1575,0.335,0.0555,0.3523809523809524,1.0518834399431414,1.0,0.002737499999999997,1.0268382352941179,0.05854519207634928,0.12700228832951943,0.02613677049767276,0.25902629708599856
frozenset({'protein_g_cat=low'}),frozenset({'diet_type=Vegetarian'}),0.3345,0.162,0.057,0.17040358744394618,1.051873996567569,1.0,0.002810999999999994,1.0101297297297298,0.07410336509945019,0.1296928327645051,0.010028147307811666,0.26112771964789905
frozenset({'diet_type=Vegetarian'}),frozenset({'protein_g_cat=low'}),0.162,0.3345,0.057,0.35185185185185186,1.051873996567569,1.0,0.002810999999999994,1.0267714285714284,0.05884939078005263,0.1296928327645051,0.026073406238695477,0.26112771964789905
frozenset({'cholesterol_mg_cat=low'}),frozenset({'carbs_g_cat=high'}),0.335,0.3335,0.1175,0.3507462686567164,1.0517129494954014,1.0,0.005777499999999977,1.0265632183908047,0.07394016957286804,0.21324863883847542,0.0258758719530628,0.35153505336883795
frozenset({'carbs_g_cat=high'}),frozenset({'cholesterol_mg_cat=low'}),0.3335,0.335,0.1175,0.35232383808095946,1.0517129494954014,1.0,0.005777499999999977,1.026747685185185,0.07377376258958329,0.21324863883847542,0.026050884332269836,0.35153505336883795
frozenset({'diet_type=Vegan'}),frozenset({'fat_g_cat=low'}),0.1725,0.3335,0.0605,0.3507246376811594,1.0516480889989788,1.0,0.0029712500000000017,1.026529017857143,0.059349329604753975,0.13580246913580246,0.025843417376083113,0.2660669665167416
frozenset({'fat_g_cat=low'}),frozenset({'diet_type=Vegan'}),0.3335,0.1725,0.0605,0.18140929535232383,1.0516480889989788,1.0,0.0029712500000000017,1.0108836996336996,0.0736857768161049,0.13580246913580246,0.010766520063231236,0.2660669665167416
frozenset({'sugar_g_cat=medium'}),frozenset({'fiber_g_cat=low'}),0.332,0.338,0.118,0.35542168674698793,1.0515434519141653,1.0,0.005783999999999984,1.0270280373831775,0.07337866639602132,0.21376811594202896,0.026316747351945485,0.35226705639124545
frozenset({'fiber_g_cat=low'}),frozenset({'sugar_g_cat=medium'}),0.338,0.332,0.118,0.3491124260355029,1.0515434519141653,1.0,0.005783999999999984,1.026290909090909,0.0740437298376771,0.21376811594202896,0.025617404244764812,0.35226705639124545
frozenset({'sugar_g_cat=medium'}),frozenset({'protein_g_cat=medium'}),0.332,0.3325,0.116,0.3493975903614458,1.0508198206359272,1.0,0.00560999999999999,1.0259722222222223,0.07239830683460652,0.21148587055606197,0.025314742114525515,0.3491348854062868
frozenset({'protein_g_cat=medium'}),frozenset({'sugar_g_cat=medium'}),0.3325,0.332,0.116,0.34887218045112783,1.0508198206359272,1.0,0.00560999999999999,1.0259122401847576,0.07245253777605566,0.21148587055606197,0.02525775516635901,0.3491348854062868
frozenset({'diet_type=Balanced'}),frozenset({'fiber_g_cat=low'}),0.176,0.338,0.0625,0.3551136363636364,1.0506320602474448,1.0,0.003012000000000001,1.0265374449339209,0.058485436893203895,0.13842746400885936,0.025851414446580647,0.2700124394835933
frozenset({'fiber_g_cat=low'}),frozenset({'diet_type=Balanced'}),0.338,0.176,0.0625,0.1849112426035503,1.0506320602474448,1.0,0.003012000000000001,1.0109328493647913,0.07279758308157103,0.13842746400885936,0.010814614810133866,0.2700124394835933
frozenset({'calories_cat=low'}),frozenset({'cooking_method=Baked'}),0.3335,0.147,0.0515,0.15442278860569714,1.0504951605829738,1.0,0.0024754999999999985,1.0087783687943261,0.07211997174050791,0.12004662004662002,0.00870197960808575,0.2523814623300594
frozenset({'cooking_method=Baked'}),frozenset({'calories_cat=low'}),0.147,0.3335,0.0515,0.35034013605442177,1.0504951605829738,1.0,0.0024754999999999985,1.0259214659685865,0.05635165435527376,0.12004662004662002,0.02526652071181058,0.2523814623300594
frozenset({'sodium_mg_cat=medium'}),frozenset({'cooking_method=Fried'}),0.3325,0.1575,0.055,0.16541353383458646,1.0502446592672157,1.0,0.0026312499999999947,1.009481981981982,0.07167177391896479,0.12643678160919541,0.009392918498025466,0.2573099415204678
frozenset({'cooking_method=Fried'}),frozenset({'sodium_mg_cat=medium'}),0.1575,0.3325,0.055,0.3492063492063492,1.0502446592672154,1.0,0.0026312499999999947,1.025670731707317,0.056784461828972094,0.12643678160919541,0.025028238511384523,0.2573099415204678
frozenset({'fat_g_cat=high'}),frozenset({'cooking_method=Boiled'}),0.333,0.153,0.0535,0.16066066066066065,1.050069677520658,1.0,0.0025509999999999977,1.0091270125223613,0.07148762067564342,0.12369942196531791,0.009044463589918124,0.25516693163751986
frozenset({'sugar_g_cat=high'}),frozenset({'cooking_method=Boiled'}),0.333,0.153,0.0535,0.16066066066066065,1.050069677520658,1.0,0.0025509999999999977,1.0091270125223613,0.07148762067564342,0.12369942196531791,0.009044463589918124,0.25516693163751986
frozenset({'cooking_method=Boiled'}),frozenset({'sugar_g_cat=high'}),0.153,0.333,0.0535,0.34967320261437906,1.0500696775206577,1.0,0.0025509999999999977,1.0256381909547738,0.05629544626995769,0.12369942196531791,0.0249973052689341,0.25516693163751986
frozenset({'cooking_method=Boiled'}),frozenset({'fat_g_cat=high'}),0.153,0.333,0.0535,0.34967320261437906,1.0500696775206577,1.0,0.0025509999999999977,1.0256381909547738,0.05629544626995769,0.12369942196531791,0.0249973052689341,0.25516693163751986
frozenset({'diet_type=Keto'}),frozenset({'protein_g_cat=low'}),0.161,0.3345,0.0565,0.35093167701863354,1.0491231002051824,1.0,0.002645499999999995,1.0253157894736842,0.05580811543451422,0.1287015945330296,0.024690724295467346,0.25992024807583397
frozenset({'protein_g_cat=low'}),frozenset({'diet_type=Keto'}),0.3345,0.161,0.0565,0.16890881913303438,1.0491231002051824,1.0,0.002645499999999995,1.0095161870503597,0.07035763914283612,0.1287015945330296,0.009426482876083877,0.25992024807583397
frozenset({'calories_cat=low'}),frozenset({'protein_g_cat=high'}),0.3335,0.333,0.1165,0.3493253373313343,1.049025037031034,1.0,0.005444499999999991,1.0250898617511521,0.07011838796609011,0.21181818181818182,0.02447576811294496,0.3495875935905921
frozenset({'protein_g_cat=high'}),frozenset({'calories_cat=low'}),0.333,0.3335,0.1165,0.34984984984984985,1.049025037031034,1.0,0.005444499999999991,1.025147806004619,0.0700658254563704,0.21181818181818182,0.024530907501650157,0.3495875935905921
frozenset({'cooking_method=Fried'}),frozenset({'fat_g_cat=high'}),0.1575,0.333,0.055,0.3492063492063492,1.048667715334382,1.0,0.002552499999999999,1.0249024390243904,0.05508497437280818,0.12629161882893225,0.02429737512196277,0.2571857571857572
frozenset({'fat_g_cat=high'}),frozenset({'cooking_method=Fried'}),0.333,0.1575,0.055,0.16516516516516516,1.048667715334382,1.0,0.002552499999999999,1.0091816546762589,0.06957884694016625,0.12629161882893225,0.009098118890403751,0.2571857571857572
frozenset({'cholesterol_mg_cat=medium'}),frozenset({'meal_type=Dinner'}),0.335,0.2465,0.0865,0.25820895522388054,1.0475008325512396,1.0,0.0039224999999999954,1.015784708249497,0.06819070798383234,0.17474747474747473,0.015539422991215057,0.3045608670642729
frozenset({'meal_type=Dinner'}),frozenset({'cholesterol_mg_cat=medium'}),0.2465,0.335,0.0865,0.35091277890466527,1.0475008325512396,1.0,0.0039224999999999954,1.024515625,0.06018158037060185,0.17474747474747473,0.023928990834083078,0.3045608670642729
frozenset({'cholesterol_mg_cat=medium'}),frozenset({'fat_g_cat=medium'}),0.335,0.3335,0.117,0.3492537313432836,1.0472375752422296,1.0,0.0052774999999999905,1.0242087155963302,0.06782983098772559,0.21214868540344511,0.02363650614146071,0.35003915952471526
frozenset({'fat_g_cat=medium'}),frozenset({'cholesterol_mg_cat=medium'}),0.3335,0.335,0.117,0.35082458770614694,1.0472375752422296,1.0,0.0052774999999999905,1.0243764434180138,0.06767717570418233,0.21214868540344511,0.023796372490446496,0.35003915952471526
frozenset({'cholesterol_mg_cat=medium'}),frozenset({'fiber_g_cat=low'}),0.335,0.338,0.1185,0.3537313432835821,1.0465424357502429,1.0,0.005269999999999983,1.024341801385681,0.06687605088671024,0.21370604147880973,0.023763358434413982,0.3521615296299567
frozenset({'fiber_g_cat=low'}),frozenset({'cholesterol_mg_cat=medium'}),0.338,0.335,0.1185,0.3505917159763313,1.0465424357502426,1.0,0.005269999999999983,1.024009111617312,0.06717911456142343,0.21370604147880973,0.02344618943809218,0.3521615296299567
frozenset({'carbs_g_cat=medium'}),frozenset({'diet_type=Paleo'}),0.3325,0.1595,0.0555,0.1669172932330827,1.0465034058500482,1.0,0.0024662499999999962,1.008903429602888,0.06657219016769568,0.12714776632302405,0.008824858100038885,0.25743983783911184
frozenset({'diet_type=Paleo'}),frozenset({'carbs_g_cat=medium'}),0.1595,0.3325,0.0555,0.34796238244514105,1.0465034058500482,1.0,0.0024662499999999962,1.0237139423076922,0.05286964537410692,0.12714776632302405,0.02316461789534237,0.25743983783911184
frozenset({'fiber_g_cat=medium'}),frozenset({'sodium_mg_cat=medium'}),0.3285,0.3325,0.114,0.3470319634703196,1.0437051532941943,1.0,0.004773749999999993,1.0222552447552447,0.06236038719285173,0.20840950639853748,0.02177073179074097,0.34494455316373124
frozenset({'sodium_mg_cat=medium'}),frozenset({'fiber_g_cat=medium'}),0.3325,0.3285,0.114,0.34285714285714286,1.0437051532941943,1.0,0.004773749999999993,1.0218478260869566,0.06273408239700366,0.20840950639853748,0.021380704180406322,0.34494455316373124
frozenset({'protein_g_cat=medium'}),frozenset({'meal_type=Snack'}),0.3325,0.245,0.085,0.2556390977443609,1.0434248887524935,1.0,0.003537499999999999,1.0142929292929292,0.062348534919585794,0.17258883248730966,0.01409152019120648,0.3012889366272825
frozenset({'meal_type=Snack'}),frozenset({'protein_g_cat=medium'}),0.245,0.3325,0.085,0.34693877551020413,1.0434248887524935,1.0,0.003537499999999999,1.022109375,0.05512271133619008,0.17258883248730966,0.021631124359856355,0.3012889366272825
frozenset({'protein_g_cat=medium'}),frozenset({'fat_g_cat=high'}),0.3325,0.333,0.1155,0.3473684210526316,1.0431484115694643,1.0,0.00477749999999999,1.022016129032258,0.06196799455226408,0.21000000000000005,0.021541860648623064,0.3471076339497392
frozenset({'fat_g_cat=high'}),frozenset({'protein_g_cat=medium'}),0.333,0.3325,0.1155,0.34684684684684686,1.0431484115694643,1.0,0.00477749999999999,1.0219655172413793,0.06201444732179351,0.21000000000000005,0.021493403515875417,0.3471076339497392
frozenset({'meal_type=Dinner'}),frozenset({'protein_g_cat=low'}),0.2465,0.3345,0.086,0.3488843813387424,1.0430026347944465,1.0,0.0035457499999999864,1.0220919003115263,0.05471751979136104,0.17373737373737372,0.02161439720321919,0.30299226540778673
frozenset({'protein_g_cat=low'}),frozenset({'meal_type=Dinner'}),0.3345,0.2465,0.086,0.2571001494768311,1.0430026347944465,1.0,0.0035457499999999864,1.0142686116700201,0.061952894309226965,0.17373737373737372,0.01406788251736042,0.30299226540778673
frozenset({'sodium_mg_cat=low'}),frozenset({'sugar_g_cat=high'}),0.334,0.333,0.116,0.3473053892215569,1.0429591267914622,1.0,0.004777999999999991,1.0219174311926607,0.061846329087708284,0.21052631578947367,0.021447360152259197,0.3478268687849526
frozenset({'sodium_mg_cat=low'}),frozenset({'calories_cat=high'}),0.334,0.333,0.116,0.3473053892215569,1.0429591267914622,1.0,0.004777999999999991,1.0219174311926607,0.061846329087708284,0.21052631578947367,0.021447360152259197,0.3478268687849526
frozenset({'calories_cat=high'}),frozenset({'sodium_mg_cat=low'}),0.333,0.334,0.116,0.3483483483483483,1.042959126791462,1.0,0.004777999999999991,1.0220184331797233,0.06175360595564274,0.21052631578947367,0.021544066589111573,0.3478268687849526
frozenset({'sugar_g_cat=high'}),frozenset({'sodium_mg_cat=low'}),0.333,0.334,0.116,0.3483483483483483,1.042959126791462,1.0,0.004777999999999991,1.0220184331797233,0.06175360595564274,0.21052631578947367,0.021544066589111573,0.3478268687849526
frozenset({'fiber_g_cat=high'}),frozenset({'diet_type=Keto'}),0.3335,0.161,0.056,0.1679160419790105,1.0429567824783261,1.0,0.002306499999999996,1.0083117117117115,0.061796699174793586,0.1277080957810718,0.008243196637676396,0.2578710644677661
frozenset({'diet_type=Keto'}),frozenset({'fiber_g_cat=high'}),0.161,0.3335,0.056,0.34782608695652173,1.042956782478326,1.0,0.002306499999999996,1.0219666666666667,0.04909117997616202,0.1277080957810718,0.021494504060797767,0.2578710644677661
frozenset({'cooking_method=Fried'}),frozenset({'sugar_g_cat=medium'}),0.1575,0.332,0.0545,0.346031746031746,1.0422642952763435,1.0,0.0022099999999999967,1.0214563106796115,0.048131108267770055,0.12528735632183907,0.0210056078319551,0.255094186268885
frozenset({'sugar_g_cat=medium'}),frozenset({'cooking_method=Fried'}),0.332,0.1575,0.0545,0.16415662650602408,1.0422642952763435,1.0,0.0022099999999999967,1.0079639639639641,0.06070427951436568,0.12528735632183907,0.007901040363233332,0.255094186268885
frozenset({'sugar_g_cat=medium'}),frozenset({'cooking_method=Roasted'}),0.332,0.1475,0.051,0.1536144578313253,1.0414539513988157,1.0,0.002029999999999997,1.0072241992882562,0.05958670893507096,0.11901983663943988,0.007172384552874256,0.24968858484786605
frozenset({'cooking_method=Roasted'}),frozenset({'sugar_g_cat=medium'}),0.1475,0.332,0.051,0.34576271186440677,1.0414539513988155,1.0,0.002029999999999997,1.0210362694300517,0.046690817089298994,0.11901983663943988,0.0206028620724652,0.24968858484786605
frozenset({'diet_type=Vegetarian'}),frozenset({'cholesterol_mg_cat=medium'}),0.162,0.335,0.0565,0.3487654320987654,1.0410908420858669,1.0,0.002229999999999996,1.0211374407582938,0.04709907702705548,0.1282633371169126,0.02069989789288031,0.25871107425833795
frozenset({'cholesterol_mg_cat=medium'}),frozenset({'diet_type=Vegetarian'}),0.335,0.162,0.0565,0.16865671641791044,1.0410908420858669,1.0,0.002229999999999996,1.0080071813285458,0.059351919622063896,0.1282633371169126,0.007943575677697417,0.25871107425833795
frozenset({'fiber_g_cat=low'}),frozenset({'sodium_mg_cat=low'}),0.338,0.334,0.1175,0.3476331360946745,1.0408177727385464,1.0,0.004607999999999973,1.0208979591836733,0.059240213408754565,0.21190261496844004,0.02047017431632805,0.34971477164015163
frozenset({'sodium_mg_cat=low'}),frozenset({'fiber_g_cat=low'}),0.334,0.338,0.1175,0.3517964071856287,1.0408177727385464,1.0,0.004607999999999973,1.021284064665127,0.05888441633122451,0.21190261496844004,0.020840494238109804,0.34971477164015163
frozenset({'meal_type=Snack'}),frozenset({'carbs_g_cat=high'}),0.245,0.3335,0.085,0.34693877551020413,1.0402961784413916,1.0,0.0032925000000000038,1.0205781250000001,0.051305025321386886,0.1722391084093212,0.020163204066322753,0.30090566961417253
frozenset({'carbs_g_cat=high'}),frozenset({'meal_type=Snack'}),0.3335,0.245,0.085,0.25487256371814093,1.0402961784413916,1.0,0.0032925000000000038,1.0132494969818913,0.05811747054410668,0.1722391084093212,0.013076243335286009,0.30090566961417253
frozenset({'fiber_g_cat=medium'}),frozenset({'diet_type=Paleo'}),0.3285,0.1595,0.0545,0.1659056316590563,1.0401607000567794,1.0,0.002104249999999995,1.0076797445255474,0.05749827512005834,0.12572087658592848,0.007621215537247239,0.25379921081385415
frozenset({'diet_type=Paleo'}),frozenset({'fiber_g_cat=medium'}),0.1595,0.3285,0.0545,0.34169278996865204,1.0401607000567794,1.0,0.002104249999999995,1.0200404761904762,0.04593705144927921,0.12572087658592848,0.0196467460441579,0.25379921081385415
frozenset({'cooking_method=Boiled'}),frozenset({'sodium_mg_cat=high'}),0.153,0.3335,0.053,0.3464052287581699,1.038696338105457,1.0,0.001974499999999997,1.019745,0.043984317569223164,0.12226066897347172,0.019362683808206913,0.2526628842441524
frozenset({'sodium_mg_cat=high'}),frozenset({'cooking_method=Boiled'}),0.3335,0.153,0.053,0.15892053973013492,1.038696338105457,1.0,0.001974499999999997,1.0070392156862746,0.05589604948406906,0.12226066897347172,0.006990011487762606,0.2526628842441524
frozenset({'diet_type=Paleo'}),frozenset({'cholesterol_mg_cat=low'}),0.1595,0.335,0.0555,0.34796238244514105,1.0386936789407195,1.0,0.0020675,1.0198798076923077,0.0443215374803715,0.12642369020501137,0.019492304428783504,0.25681701211809294
frozenset({'cholesterol_mg_cat=low'}),frozenset({'diet_type=Paleo'}),0.335,0.1595,0.0555,0.16567164179104477,1.0386936789407195,1.0,0.0020675,1.007397137745975,0.05601842443947706,0.12642369020501137,0.007342821881076458,0.25681701211809294
frozenset({'sodium_mg_cat=high'}),frozenset({'fat_g_cat=medium'}),0.3335,0.3335,0.1155,0.34632683658170915,1.0384612791055745,1.0,0.004277749999999997,1.0196227064220182,0.05556908707696401,0.20942883046237534,0.019245066139098474,0.34632683658170915
frozenset({'fat_g_cat=medium'}),frozenset({'sodium_mg_cat=high'}),0.3335,0.3335,0.1155,0.34632683658170915,1.0384612791055745,1.0,0.004277749999999997,1.0196227064220182,0.05556908707696401,0.20942883046237534,0.019245066139098474,0.34632683658170915
frozenset({'carbs_g_cat=high'}),frozenset({'calories_cat=low'}),0.3335,0.3335,0.1155,0.34632683658170915,1.0384612791055745,1.0,0.004277749999999997,1.0196227064220182,0.05556908707696401,0.20942883046237534,0.019245066139098474,0.34632683658170915
frozenset({'calories_cat=low'}),frozenset({'carbs_g_cat=high'}),0.3335,0.3335,0.1155,0.34632683658170915,1.0384612791055745,1.0,0.004277749999999997,1.0196227064220182,0.05556908707696401,0.20942883046237534,0.019245066139098474,0.34632683658170915
frozenset({'fat_g_cat=high'}),frozenset({'cooking_method=Roasted'}),0.333,0.1475,0.051,0.15315315315315314,1.0383264620552757,1.0,0.0018824999999999953,1.0066755319148937,0.055339977070288246,0.1187427240977881,0.006631264695780822,0.24945793250877996
frozenset({'cooking_method=Roasted'}),frozenset({'fat_g_cat=high'}),0.1475,0.333,0.051,0.34576271186440677,1.0383264620552755,1.0,0.0018824999999999953,1.0195077720207255,0.04329825771950998,0.1187427240977881,0.019134500546336957,0.24945793250877996
frozenset({'meal_type=Breakfast'}),frozenset({'protein_g_cat=low'}),0.252,0.3345,0.0875,0.3472222222222222,1.0380335492443116,1.0,0.0032059999999999866,1.0194893617021277,0.04898395721925114,0.1753507014028056,0.019116787711828988,0.30440333831589433
frozenset({'protein_g_cat=low'}),frozenset({'meal_type=Breakfast'}),0.3345,0.252,0.0875,0.26158445440956646,1.0380335492443113,1.0,0.0032059999999999866,1.01297975708502,0.0550563486100674,0.1753507014028056,0.012813441724019327,0.30440333831589433
frozenset({'cholesterol_mg_cat=high'}),frozenset({'protein_g_cat=high'}),0.33,0.333,0.114,0.34545454545454546,1.0374010374010374,1.0,0.004109999999999989,1.0190277777777779,0.053809897879025785,0.2076502732240437,0.018672481940847734,0.34389844389844393
frozenset({'protein_g_cat=high'}),frozenset({'cholesterol_mg_cat=high'}),0.333,0.33,0.114,0.34234234234234234,1.0374010374010374,1.0,0.004109999999999989,1.0187671232876712,0.054051921407717037,0.2076502732240437,0.018421406481107953,0.34389844389844393
frozenset({'calories_cat=medium'}),frozenset({'carbs_g_cat=low'}),0.3335,0.334,0.1155,0.34632683658170915,1.0369066963524225,1.0,0.00411099999999999,1.0188577981651374,0.05340296112989273,0.20923913043478265,0.018508763636199903,0.34606760990762103
frozenset({'carbs_g_cat=low'}),frozenset({'calories_cat=medium'}),0.334,0.3335,0.1155,0.3458083832335329,1.0369066963524225,1.0,0.00411099999999999,1.0188146453089244,0.053443053443053314,0.20923913043478265,0.018467191648211395,0.34606760990762103
frozenset({'cooking_method=Roasted'}),frozenset({'fat_g_cat=low'}),0.1475,0.3335,0.051,0.34576271186440677,1.0367697507178613,1.0,0.0018087499999999979,1.0187435233160622,0.04160197803461555,0.11860465116279069,0.018398667463475994,0.24934312504764566
frozenset({'fat_g_cat=low'}),frozenset({'cooking_method=Roasted'}),0.3335,0.1475,0.051,0.15292353823088453,1.0367697507178613,1.0,0.0018087499999999979,1.0064026548672567,0.05321183236985712,0.11860465116279069,0.006361921678456937,0.24934312504764566
frozenset({'fat_g_cat=medium'}),frozenset({'diet_type=Vegetarian'}),0.3335,0.162,0.056,0.1679160419790105,1.036518777648213,1.0,0.0019729999999999956,1.00710990990991,0.052861429643124944,0.12741751990898748,0.0070597159654063185,0.2567975271623447
frozenset({'diet_type=Vegetarian'}),frozenset({'fat_g_cat=medium'}),0.162,0.3335,0.056,0.345679012345679,1.0365187776482128,1.0,0.0019729999999999956,1.0186132075471697,0.042043129901125034,0.12741751990898748,0.018273086790216015,0.2567975271623447
frozenset({'cholesterol_mg_cat=low'}),frozenset({'cooking_method=Baked'}),0.335,0.147,0.051,0.15223880597014924,1.0356381358513556,1.0,0.0017549999999999996,1.0061795774647888,0.051747014595311794,0.11832946635730858,0.006141624818463367,0.24958879074017665
frozenset({'cooking_method=Baked'}),frozenset({'cholesterol_mg_cat=low'}),0.147,0.335,0.051,0.3469387755102041,1.0356381358513553,1.0,0.0017549999999999996,1.01828125,0.04034204537618095,0.11832946635730858,0.0179530458800061,0.24958879074017665
frozenset({'sugar_g_cat=high'}),frozenset({'cholesterol_mg_cat=low'}),0.333,0.335,0.1155,0.34684684684684686,1.035363721930886,1.0,0.00394499999999999,1.018137931034483,0.05120816215268976,0.20904977375565612,0.017814807288491483,0.34581148312491594
frozenset({'cholesterol_mg_cat=low'}),frozenset({'sugar_g_cat=high'}),0.335,0.333,0.1155,0.3447761194029851,1.035363721930886,1.0,0.00394499999999999,1.0179726651480638,0.0513621716629234,0.20904977375565612,0.017655351428763212,0.34581148312491594
frozenset({'protein_g_cat=low'}),frozenset({'sugar_g_cat=low'}),0.3345,0.335,0.116,0.34678624813153963,1.0351828302434019,1.0,0.003942499999999988,1.0180434782608696,0.0510699759061114,0.20957542908762422,0.017723681400811445,0.34652745242397875
frozenset({'sugar_g_cat=low'}),frozenset({'protein_g_cat=low'}),0.335,0.3345,0.116,0.34626865671641793,1.0351828302434019,1.0,0.003942499999999988,1.0180022831050228,0.05110837438423629,0.20957542908762422,0.01768393195554908,0.34652745242397875
frozenset({'fiber_g_cat=high'}),frozenset({'diet_type=Vegan'}),0.3335,0.1725,0.0595,0.17841079460269862,1.0342654759576733,1.0,0.0019712500000000008,1.0071943430656933,0.04970780510253616,0.13325867861142215,0.007142954202656964,0.26166916541729135
frozenset({'diet_type=Vegan'}),frozenset({'fiber_g_cat=high'}),0.1725,0.3335,0.0595,0.34492753623188405,1.0342654759576733,1.0,0.0019712500000000008,1.0174446902654866,0.040036558430018555,0.13325867861142215,0.01714559074551242,0.26166916541729135
frozenset({'meal_type=Snack'}),frozenset({'calories_cat=medium'}),0.245,0.3335,0.0845,0.3448979591836735,1.0341767891564422,1.0,0.0027925000000000033,1.017398753894081,0.043771307653121254,0.17105263157894737,0.017101214079029977,0.2991356362635009
frozenset({'calories_cat=medium'}),frozenset({'meal_type=Snack'}),0.3335,0.245,0.0845,0.25337331334332835,1.0341767891564422,1.0,0.0027925000000000033,1.011214859437751,0.049583401767601724,0.17105263157894737,0.011090481249441534,0.2991356362635009
