meal_id,meal_name,cuisine,meal_type,diet_type,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,is_healthy,image_url,calories_cat,protein_g_cat,carbs_g_cat,fat_g_cat,fiber_g_cat,sugar_g_cat,sodium_mg_cat,cholesterol_mg_cat
971,Buy Wrap,Japanese,Dinner,Paleo,1092,23.4,16.0,15.5,2.7,34.7,2119,128,449,Roasted,60,66,2.3,0,https://example.com/images/meal_971.jpg,high,low,low,low,low,high,high,medium
972,Stay Wrap,Chinese,Breakfast,Paleo,572,11.9,112.6,36.3,5.6,44.8,125,182,287,Raw,8,55,2.2,0,https://example.com/images/meal_972.jpg,medium,low,high,medium,low,high,low,medium
973,Hit Rice,Japanese,Lunch,Vegan,856,71.4,133.0,22.3,5.2,12.9,351,182,435,Grilled,10,79,4.1,0,https://example.com/images/meal_973.jpg,high,high,high,medium,low,low,low,medium
974,See Salad,Chinese,Snack,Vegetarian,275,26.3,112.1,21.6,26.0,37.7,777,74,224,Baked,48,42,3.0,0,https://example.com/images/meal_974.jpg,low,low,high,medium,high,high,low,low
975,Late Wrap,American,Breakfast,Balanced,977,12.8,10.2,27.4,24.6,36.8,2416,233,347,Baked,52,14,4.9,0,https://example.com/images/meal_975.jpg,high,low,low,medium,high,high,high,high
976,Article Rice,Mexican,Dinner,Balanced,887,30.4,59.7,23.4,27.0,28.1,797,198,243,Steamed,41,110,3.8,0,https://example.com/images/meal_976.jpg,high,low,medium,medium,high,medium,low,medium
977,Entire Soup,Japanese,Breakfast,Vegetarian,337,6.0,138.3,3.0,15.2,48.0,478,207,451,Baked,14,119,1.7,0,https://example.com/images/meal_977.jpg,low,low,high,low,medium,high,low,high
978,Chair Stew,Mexican,Snack,Vegetarian,577,21.8,29.7,1.1,13.2,30.1,1851,262,389,Baked,38,105,2.9,0,https://example.com/images/meal_978.jpg,medium,low,low,low,medium,medium,high,high
979,Each Pasta,Chinese,Snack,Low-Carb,319,10.5,108.2,28.3,26.4,42.5,163,61,243,Steamed,51,119,2.8,0,https://example.com/images/meal_979.jpg,low,low,high,medium,high,high,low,low
980,Know Sandwich,Japanese,Breakfast,Low-Carb,243,68.5,0.8,31.1,14.5,10.4,67,253,410,Boiled,46,93,2.5,0,https://example.com/images/meal_980.jpg,low,high,low,medium,medium,low,low,high
981,Defense Pasta,Indian,Snack,Vegetarian,454,28.6,92.5,28.1,12.2,16.4,2471,126,418,Raw,12,111,2.7,0,https://example.com/images/meal_981.jpg,low,low,medium,medium,medium,medium,high,medium
982,Trade Stew,Indian,Dinner,Vegan,389,78.2,66.3,26.1,11.1,29.5,710,110,455,Fried,41,101,1.4,0,https://example.com/images/meal_982.jpg,low,high,medium,medium,medium,medium,low,medium
983,Nation Wrap,Thai,Dinner,Keto,983,25.8,74.1,58.6,9.1,5.0,857,116,263,Baked,31,86,3.5,0,https://example.com/images/meal_983.jpg,high,low,medium,high,low,low,medium,medium
984,Those Curry,Mexican,Dinner,Vegan,1023,74.0,122.8,17.8,21.4,10.9,1660,258,451,Steamed,22,63,2.2,0,https://example.com/images/meal_984.jpg,high,high,high,low,high,low,medium,high
985,Most Soup,Mediterranean,Lunch,Paleo,1099,18.1,33.7,29.7,19.4,29.2,715,181,186,Grilled,57,18,3.9,0,https://example.com/images/meal_985.jpg,high,low,low,medium,medium,medium,low,medium
986,Key Rice,Mediterranean,Dinner,Keto,866,60.6,57.1,24.2,26.3,10.6,1688,79,211,Raw,43,5,3.7,0,https://example.com/images/meal_986.jpg,high,high,medium,medium,high,low,high,low
987,Nation Salad,Chinese,Lunch,Vegan,504,21.6,46.0,15.4,25.8,38.1,961,273,360,Grilled,5,76,1.8,0,https://example.com/images/meal_987.jpg,medium,low,low,low,high,high,medium,high
988,Mrs Stew,Chinese,Breakfast,Vegan,723,59.9,2.9,24.6,24.2,49.5,987,218,307,Baked,50,11,1.2,0,https://example.com/images/meal_988.jpg,medium,high,low,medium,high,high,medium,high
989,Education Stew,Indian,Dinner,Low-Carb,1189,45.9,83.7,39.3,4.0,31.2,236,40,354,Baked,37,116,2.2,0,https://example.com/images/meal_989.jpg,high,medium,medium,medium,low,medium,low,low
990,Bring Stew,Thai,Breakfast,Paleo,197,52.0,96.2,11.9,25.4,33.8,2108,294,496,Boiled,36,6,1.2,0,https://example.com/images/meal_990.jpg,low,medium,medium,low,high,high,high,high
991,Positive Soup,Mediterranean,Lunch,Balanced,575,9.9,41.2,36.6,13.9,47.9,2443,83,477,Raw,59,81,3.4,0,https://example.com/images/meal_991.jpg,medium,low,low,medium,medium,high,high,low
992,Red Rice,Mexican,Breakfast,Vegan,1041,76.8,113.3,31.1,0.5,7.4,498,209,300,Roasted,14,65,1.4,0,https://example.com/images/meal_992.jpg,high,high,high,medium,low,low,low,high
993,Suffer Sandwich,Japanese,Dinner,Vegetarian,844,78.4,36.6,48.7,12.0,21.9,1575,262,282,Boiled,41,11,4.4,0,https://example.com/images/meal_993.jpg,high,high,low,high,medium,medium,medium,high
994,Wind Rice,Mexican,Lunch,Vegetarian,994,20.3,94.2,51.1,5.1,15.4,2030,256,328,Boiled,28,36,3.0,0,https://example.com/images/meal_994.jpg,high,low,medium,high,low,low,high,high
995,Kitchen Rice,Japanese,Snack,Balanced,230,63.3,107.7,47.8,24.0,18.0,919,261,196,Fried,42,83,4.6,0,https://example.com/images/meal_995.jpg,low,high,high,high,high,medium,medium,high
996,Total Pasta,Mediterranean,Breakfast,Vegetarian,960,66.2,108.6,11.0,19.5,30.8,1239,90,187,Steamed,14,44,1.7,0,https://example.com/images/meal_996.jpg,high,high,high,low,medium,medium,medium,low
997,Wife Wrap,Italian,Breakfast,Low-Carb,471,34.0,114.7,33.9,18.4,32.5,179,102,195,Grilled,39,10,1.6,0,https://example.com/images/meal_997.jpg,low,medium,high,medium,medium,medium,low,low
998,Address Stew,Thai,Snack,Balanced,536,72.1,147.9,56.1,25.9,10.5,186,262,411,Baked,6,75,4.7,0,https://example.com/images/meal_998.jpg,medium,high,high,high,high,low,low,high
999,Air Stew,Chinese,Snack,Keto,742,20.0,10.8,59.8,20.7,10.9,357,27,262,Boiled,60,44,4.0,0,https://example.com/images/meal_999.jpg,medium,low,low,high,high,low,low,low
1000,Each Rice,Chinese,Dinner,Paleo,503,77.2,94.7,54.4,17.5,29.1,929,7,408,Steamed,7,96,4.1,0,https://example.com/images/meal_1000.jpg,medium,high,medium,high,medium,medium,medium,low
1001,Where Stew,Mexican,Lunch,Balanced,458,70.3,65.6,52.8,11.1,6.8,1262,73,170,Raw,10,9,3.5,0,https://example.com/images/meal_1001.jpg,low,high,medium,high,medium,low,medium,low
1002,Necessary Wrap,Indian,Dinner,Vegan,1118,13.7,31.8,17.9,11.5,43.8,178,20,102,Raw,33,24,4.7,0,https://example.com/images/meal_1002.jpg,high,low,low,low,medium,high,low,low
1003,Recently Curry,Indian,Snack,Vegetarian,792,53.8,60.1,41.6,9.0,10.7,1033,284,174,Fried,39,32,2.4,0,https://example.com/images/meal_1003.jpg,medium,medium,medium,high,low,low,medium,high
1004,Old Soup,Italian,Dinner,Vegetarian,1179,18.4,85.5,30.1,8.2,5.7,659,218,324,Grilled,8,83,4.0,0,https://example.com/images/meal_1004.jpg,high,low,medium,medium,low,low,low,high
1005,Office Stew,Thai,Dinner,Low-Carb,175,19.5,131.1,17.9,8.3,29.3,651,79,282,Steamed,31,112,1.4,0,https://example.com/images/meal_1005.jpg,low,low,high,low,low,medium,low,low
1006,Lay Salad,Mexican,Lunch,Paleo,374,61.5,78.5,11.1,24.1,28.7,337,8,223,Grilled,36,52,2.4,0,https://example.com/images/meal_1006.jpg,low,high,medium,low,high,medium,low,low
1007,Next Sandwich,Indian,Dinner,Balanced,1103,37.9,100.6,18.3,14.6,8.1,327,22,170,Raw,35,16,4.9,0,https://example.com/images/meal_1007.jpg,high,medium,medium,low,medium,low,low,low
1008,Tree Curry,Italian,Breakfast,Vegan,736,73.9,113.1,35.6,5.7,2.4,1456,280,456,Grilled,28,105,4.7,0,https://example.com/images/meal_1008.jpg,medium,high,high,medium,low,low,medium,high
1009,Talk Wrap,Indian,Breakfast,Low-Carb,1128,11.9,29.4,39.8,17.8,0.9,196,256,349,Boiled,33,110,2.7,0,https://example.com/images/meal_1009.jpg,high,low,low,medium,medium,low,low,high
1010,Treatment Soup,American,Snack,Paleo,1161,35.0,104.9,23.3,2.8,30.0,942,8,401,Raw,53,86,4.1,0,https://example.com/images/meal_1010.jpg,high,medium,high,medium,low,medium,medium,low
1011,Science Curry,Italian,Dinner,Vegetarian,789,66.6,12.2,29.8,23.7,37.5,847,152,392,Roasted,47,103,4.7,0,https://example.com/images/meal_1011.jpg,medium,high,low,medium,high,high,medium,medium
1012,Mrs Salad,Japanese,Lunch,Vegan,1042,33.7,44.1,21.0,11.9,27.2,2190,56,385,Baked,45,47,3.4,0,https://example.com/images/meal_1012.jpg,high,medium,low,medium,medium,medium,high,low
1013,Never Stew,Thai,Dinner,Keto,1066,19.3,9.6,14.6,1.2,21.1,254,149,433,Fried,36,87,4.1,0,https://example.com/images/meal_1013.jpg,high,low,low,low,low,medium,low,medium
1014,Store Soup,Indian,Snack,Keto,1015,10.9,91.1,37.0,11.3,5.6,302,136,366,Grilled,35,8,1.3,0,https://example.com/images/meal_1014.jpg,high,low,medium,medium,medium,low,low,medium
1015,Concern Stew,Mexican,Breakfast,Balanced,475,43.5,113.4,38.9,6.0,37.0,1940,101,388,Raw,42,16,1.0,0,https://example.com/images/meal_1015.jpg,medium,medium,high,medium,low,high,high,low
1016,Time Sandwich,Mediterranean,Lunch,Paleo,139,40.9,1.4,12.7,2.6,12.9,2208,193,185,Grilled,47,75,2.5,1,https://example.com/images/meal_1016.jpg,low,medium,low,low,low,low,high,medium
1017,Small Pasta,Indian,Dinner,Vegan,685,43.0,40.2,17.7,8.5,22.0,122,224,281,Steamed,5,20,2.7,0,https://example.com/images/meal_1017.jpg,medium,medium,low,low,low,medium,low,high
1018,Attention Pasta,Chinese,Breakfast,Vegetarian,695,64.1,114.2,39.5,26.5,36.4,656,224,424,Fried,56,20,1.1,0,https://example.com/images/meal_1018.jpg,medium,high,high,medium,high,high,low,high
1019,Choice Wrap,American,Breakfast,Paleo,725,74.7,5.2,14.3,6.3,27.9,2085,49,378,Grilled,56,98,3.3,0,https://example.com/images/meal_1019.jpg,medium,high,low,low,low,medium,high,low
1020,Drive Rice,Mediterranean,Lunch,Vegan,1150,7.3,6.0,4.2,21.3,19.2,2291,112,391,Baked,55,65,2.3,0,https://example.com/images/meal_1020.jpg,high,low,low,low,high,medium,high,medium
1021,Decision Rice,Mediterranean,Snack,Keto,880,18.3,25.9,40.9,23.6,5.4,2499,278,159,Fried,7,78,4.2,0,https://example.com/images/meal_1021.jpg,high,low,low,high,high,low,high,high
1022,Gas Soup,American,Snack,Keto,642,17.0,93.6,41.2,13.0,49.0,1208,0,432,Roasted,46,91,1.1,0,https://example.com/images/meal_1022.jpg,medium,low,medium,high,medium,high,medium,low
1023,Data Salad,Mexican,Dinner,Vegetarian,510,18.1,48.7,22.0,22.3,41.0,1824,101,361,Raw,53,76,1.8,0,https://example.com/images/meal_1023.jpg,medium,low,low,medium,high,high,high,low
1024,On Pasta,Chinese,Snack,Vegan,285,24.5,25.7,4.4,26.5,28.3,1552,123,145,Grilled,53,60,2.3,0,https://example.com/images/meal_1024.jpg,low,low,low,low,high,medium,medium,medium
1025,Establish Pasta,Indian,Dinner,Balanced,185,39.4,5.7,14.8,28.9,1.9,578,236,350,Roasted,7,42,4.8,1,https://example.com/images/meal_1025.jpg,low,medium,low,low,high,low,low,high
1026,Day Sandwich,Italian,Dinner,Balanced,567,60.6,30.7,14.9,14.1,24.4,1428,159,454,Baked,22,26,3.3,0,https://example.com/images/meal_1026.jpg,medium,high,low,low,medium,medium,medium,medium
1027,Source Sandwich,Mediterranean,Snack,Balanced,541,37.7,148.3,38.0,27.5,39.1,307,3,129,Boiled,15,105,4.4,0,https://example.com/images/meal_1027.jpg,medium,medium,high,medium,high,high,low,low
1028,Full Soup,Japanese,Dinner,Vegetarian,788,33.6,139.5,53.0,5.2,28.8,1826,223,215,Boiled,42,119,3.8,0,https://example.com/images/meal_1028.jpg,medium,medium,high,high,low,medium,high,high
1029,Try Soup,Italian,Snack,Vegetarian,196,74.8,27.2,24.0,25.7,18.2,2467,192,325,Raw,55,40,3.5,1,https://example.com/images/meal_1029.jpg,low,high,low,medium,high,medium,high,medium
1030,Vote Curry,Italian,Dinner,Keto,596,17.5,100.7,53.7,17.6,45.9,1073,248,254,Baked,47,48,4.8,0,https://example.com/images/meal_1030.jpg,medium,low,medium,high,medium,high,medium,high
1031,Certain Curry,Indian,Snack,Paleo,410,48.9,132.4,4.2,10.6,11.2,240,23,345,Roasted,56,59,1.1,1,https://example.com/images/meal_1031.jpg,low,medium,high,low,medium,low,low,low
1032,Gas Wrap,Italian,Dinner,Paleo,1094,13.7,128.9,35.3,23.7,29.7,576,72,447,Fried,46,61,4.0,0,https://example.com/images/meal_1032.jpg,high,low,high,medium,high,medium,low,low
1033,Charge Curry,Mexican,Dinner,Paleo,596,56.2,98.0,57.9,11.6,25.8,1853,77,353,Grilled,59,12,4.9,0,https://example.com/images/meal_1033.jpg,medium,high,medium,high,medium,medium,high,low
1034,Mother Soup,Mexican,Breakfast,Keto,349,76.0,96.0,49.1,6.6,2.8,729,222,246,Baked,8,18,4.9,0,https://example.com/images/meal_1034.jpg,low,high,medium,high,low,low,low,high
1035,Choice Pasta,Mediterranean,Snack,Balanced,916,15.4,108.9,48.5,7.1,39.3,579,87,344,Boiled,22,90,4.5,0,https://example.com/images/meal_1035.jpg,high,low,high,high,low,high,low,low
1036,Current Sandwich,Italian,Lunch,Vegetarian,546,16.1,108.5,46.7,4.4,30.5,435,108,106,Baked,15,111,1.9,0,https://example.com/images/meal_1036.jpg,medium,low,high,high,low,medium,low,medium
1037,Difference Curry,American,Dinner,Vegetarian,603,31.9,81.3,19.9,16.4,38.5,1870,205,313,Boiled,31,15,3.0,0,https://example.com/images/meal_1037.jpg,medium,medium,medium,medium,medium,high,high,high
1038,Effort Wrap,Mediterranean,Snack,Low-Carb,287,21.3,4.5,36.1,3.7,16.9,2295,173,237,Boiled,55,103,1.9,0,https://example.com/images/meal_1038.jpg,low,low,low,medium,low,medium,high,medium
1039,Follow Wrap,Mediterranean,Lunch,Vegetarian,539,68.8,9.1,12.7,14.9,36.8,176,152,133,Steamed,59,19,3.4,0,https://example.com/images/meal_1039.jpg,medium,high,low,low,medium,high,low,medium
1040,Stuff Pasta,Italian,Dinner,Vegetarian,295,46.8,109.4,34.2,24.5,35.6,243,78,419,Fried,53,60,2.8,0,https://example.com/images/meal_1040.jpg,low,medium,high,medium,high,high,low,low
1041,Prevent Sandwich,Indian,Lunch,Vegetarian,1024,48.2,115.9,56.6,23.5,6.8,1485,101,238,Steamed,24,57,4.6,0,https://example.com/images/meal_1041.jpg,high,medium,high,high,high,low,medium,low
1042,Why Pasta,Thai,Snack,Paleo,616,36.0,84.1,38.9,11.0,1.8,2374,165,469,Roasted,34,39,4.2,0,https://example.com/images/meal_1042.jpg,medium,medium,medium,medium,medium,low,high,medium
1043,Its Wrap,Thai,Lunch,Balanced,831,8.4,71.9,6.0,15.8,16.3,220,16,245,Steamed,16,44,1.9,0,https://example.com/images/meal_1043.jpg,medium,low,medium,low,medium,medium,low,low
1044,Wish Wrap,Japanese,Dinner,Balanced,541,5.9,109.6,35.0,11.3,22.6,1658,257,409,Grilled,55,6,2.4,0,https://example.com/images/meal_1044.jpg,medium,low,high,medium,medium,medium,medium,high
1045,Education Stew,Mediterranean,Breakfast,Low-Carb,928,44.0,62.0,49.7,0.4,48.1,1154,279,313,Roasted,12,83,1.6,0,https://example.com/images/meal_1045.jpg,high,medium,medium,high,low,high,medium,high
1046,Future Curry,Mediterranean,Dinner,Low-Carb,178,49.0,86.5,27.1,10.6,37.1,617,188,401,Raw,10,96,1.3,0,https://example.com/images/meal_1046.jpg,low,medium,medium,medium,medium,high,low,medium
1047,Worry Soup,Japanese,Breakfast,Paleo,953,30.2,18.9,17.8,19.5,33.1,846,300,101,Fried,16,104,2.5,0,https://example.com/images/meal_1047.jpg,high,low,low,low,medium,high,medium,high
1048,Fly Soup,Indian,Lunch,Low-Carb,780,30.4,71.9,30.8,24.7,15.2,2091,79,218,Fried,50,24,3.4,0,https://example.com/images/meal_1048.jpg,medium,low,medium,medium,high,low,high,low
1049,Foot Wrap,Mexican,Snack,Balanced,739,24.5,96.7,16.3,5.6,42.3,2201,139,150,Fried,41,98,1.4,0,https://example.com/images/meal_1049.jpg,medium,low,medium,low,low,high,high,medium
1050,Cost Pasta,Mexican,Snack,Vegan,334,48.7,21.7,40.0,7.2,22.6,1838,135,412,Steamed,55,15,4.2,0,https://example.com/images/meal_1050.jpg,low,medium,low,medium,low,medium,high,medium
1051,Money Wrap,Italian,Dinner,Paleo,918,35.3,66.6,19.1,25.6,21.6,722,220,246,Grilled,21,45,3.0,0,https://example.com/images/meal_1051.jpg,high,medium,medium,low,high,medium,low,high
1052,Mention Salad,Italian,Breakfast,Vegetarian,615,18.9,108.3,57.7,13.5,15.2,1082,133,331,Steamed,51,11,3.3,0,https://example.com/images/meal_1052.jpg,medium,low,high,high,medium,low,medium,medium
1053,Thought Curry,Indian,Breakfast,Vegetarian,132,70.6,69.1,3.1,12.5,19.1,2469,0,441,Boiled,8,78,1.1,1,https://example.com/images/meal_1053.jpg,low,high,medium,low,medium,medium,high,low
1054,Debate Salad,American,Snack,Low-Carb,1035,28.3,66.7,0.3,23.2,1.2,1307,160,104,Grilled,9,84,4.0,0,https://example.com/images/meal_1054.jpg,high,low,medium,low,high,low,medium,medium
1055,Knowledge Stew,Mexican,Lunch,Vegan,889,59.9,50.2,21.3,23.1,28.4,986,131,136,Boiled,6,64,2.3,0,https://example.com/images/meal_1055.jpg,high,high,low,medium,high,medium,medium,medium
1056,Daughter Salad,Mediterranean,Breakfast,Vegetarian,282,53.3,105.4,57.4,25.5,42.9,1053,240,266,Roasted,50,5,1.3,0,https://example.com/images/meal_1056.jpg,low,medium,high,high,high,high,medium,high
1057,Hold Pasta,Italian,Dinner,Keto,543,78.8,1.4,57.4,9.2,36.3,2275,245,116,Boiled,23,22,4.4,0,https://example.com/images/meal_1057.jpg,medium,high,low,high,low,high,high,high
1058,Hour Salad,Italian,Breakfast,Low-Carb,547,27.5,66.4,39.6,25.3,30.1,1805,126,396,Roasted,42,58,4.9,0,https://example.com/images/meal_1058.jpg,medium,low,medium,medium,high,medium,high,medium
1059,Share Wrap,Chinese,Snack,Keto,299,30.6,102.1,4.0,2.3,47.3,307,25,390,Boiled,33,54,2.8,0,https://example.com/images/meal_1059.jpg,low,low,high,low,low,high,low,low
1060,Ability Rice,Thai,Snack,Balanced,192,13.7,47.7,26.6,28.5,18.0,648,132,355,Boiled,23,98,2.3,0,https://example.com/images/meal_1060.jpg,low,low,low,medium,high,medium,low,medium
1061,Car Salad,Mexican,Dinner,Low-Carb,403,66.3,91.3,56.7,24.7,38.4,2400,297,254,Baked,24,92,3.5,0,https://example.com/images/meal_1061.jpg,low,high,medium,high,high,high,high,high
1062,Summer Stew,Mexican,Lunch,Keto,233,49.2,4.8,34.9,29.0,6.5,1947,209,250,Fried,39,56,1.5,0,https://example.com/images/meal_1062.jpg,low,medium,low,medium,high,low,high,high
1063,Somebody Pasta,Indian,Dinner,Vegetarian,315,22.1,88.2,38.3,18.9,3.9,2430,101,213,Baked,37,77,2.7,0,https://example.com/images/meal_1063.jpg,low,low,medium,medium,medium,low,high,low
1064,Meet Wrap,Indian,Snack,Vegan,1015,66.1,138.4,30.7,22.2,41.5,495,192,455,Grilled,35,64,3.6,0,https://example.com/images/meal_1064.jpg,high,high,high,medium,high,high,low,medium
1065,Nothing Curry,Japanese,Lunch,Vegan,689,23.5,26.6,48.0,6.6,14.6,2288,48,263,Grilled,49,31,1.9,0,https://example.com/images/meal_1065.jpg,medium,low,low,high,low,low,high,low
1066,Time Stew,American,Lunch,Balanced,1156,69.2,129.9,12.5,17.5,29.1,76,221,185,Fried,10,87,1.4,0,https://example.com/images/meal_1066.jpg,high,high,high,low,medium,medium,low,high
1067,Party Salad,Chinese,Lunch,Vegetarian,266,12.4,70.3,24.5,10.9,29.6,1299,6,492,Baked,13,39,2.5,0,https://example.com/images/meal_1067.jpg,low,low,medium,medium,medium,medium,medium,low
1068,Tree Soup,Japanese,Snack,Vegan,970,43.5,146.5,28.0,7.5,13.9,1004,38,402,Steamed,58,47,3.9,0,https://example.com/images/meal_1068.jpg,high,medium,high,medium,low,low,medium,low
1069,City Soup,Indian,Lunch,Vegetarian,338,33.4,75.4,59.1,16.2,6.3,2327,271,235,Fried,43,96,3.8,0,https://example.com/images/meal_1069.jpg,low,medium,medium,high,medium,low,high,high
1070,Month Stew,Italian,Snack,Paleo,443,72.9,81.2,0.2,10.7,38.3,1094,118,169,Boiled,7,110,1.7,0,https://example.com/images/meal_1070.jpg,low,high,medium,low,medium,high,medium,medium
1071,City Stew,Japanese,Snack,Low-Carb,139,73.7,124.3,34.2,4.6,46.2,1542,25,232,Roasted,56,33,4.9,0,https://example.com/images/meal_1071.jpg,low,high,high,medium,low,high,medium,low
1072,History Soup,Thai,Dinner,Low-Carb,676,41.5,27.5,14.1,17.7,30.9,2056,215,134,Grilled,12,12,2.7,0,https://example.com/images/meal_1072.jpg,medium,medium,low,low,medium,medium,high,high
1073,Letter Stew,American,Breakfast,Keto,1107,29.8,112.8,57.5,28.6,33.5,1840,27,122,Steamed,44,117,3.6,0,https://example.com/images/meal_1073.jpg,high,low,high,high,high,high,high,low
1074,Tv Wrap,American,Lunch,Vegetarian,278,71.8,137.4,51.2,16.4,32.6,464,168,281,Boiled,14,28,4.8,0,https://example.com/images/meal_1074.jpg,low,high,high,high,medium,medium,low,medium
1075,Young Curry,Japanese,Breakfast,Vegetarian,624,20.8,72.5,49.7,11.4,33.2,1394,126,468,Steamed,31,110,2.1,0,https://example.com/images/meal_1075.jpg,medium,low,medium,high,medium,high,medium,medium
1076,Family Pasta,Mediterranean,Breakfast,Vegan,822,63.7,45.9,46.1,16.8,36.5,587,206,258,Fried,59,79,2.8,0,https://example.com/images/meal_1076.jpg,medium,high,low,high,medium,high,low,high
1077,Perform Soup,Japanese,Dinner,Vegan,787,43.9,32.2,45.3,22.3,7.2,1935,39,248,Raw,13,29,1.3,0,https://example.com/images/meal_1077.jpg,medium,medium,low,high,high,low,high,low
1078,Discover Sandwich,Italian,Lunch,Low-Carb,383,62.9,87.5,56.0,21.5,38.3,2043,267,465,Boiled,52,24,2.1,0,https://example.com/images/meal_1078.jpg,low,high,medium,high,high,high,high,high
1079,Country Pasta,Italian,Dinner,Vegan,213,40.2,130.5,54.3,8.8,43.1,999,164,171,Grilled,39,29,3.1,0,https://example.com/images/meal_1079.jpg,low,medium,high,high,low,high,medium,medium
1080,End Sandwich,Italian,Breakfast,Paleo,249,38.0,116.1,54.8,26.4,7.1,1491,234,281,Boiled,41,100,1.4,0,https://example.com/images/meal_1080.jpg,low,medium,high,high,high,low,medium,high
1081,Open Pasta,American,Dinner,Low-Carb,698,20.7,113.8,44.8,18.0,32.4,1817,157,283,Steamed,28,14,2.6,0,https://example.com/images/meal_1081.jpg,medium,low,high,high,medium,medium,high,medium
1082,Current Pasta,Italian,Snack,Paleo,355,38.5,141.2,14.4,14.2,7.7,1712,261,191,Roasted,53,81,4.5,1,https://example.com/images/meal_1082.jpg,low,medium,high,low,medium,low,high,high
1083,Idea Stew,Mediterranean,Snack,Vegetarian,990,42.6,14.8,19.7,2.1,7.9,703,299,463,Fried,54,12,2.1,0,https://example.com/images/meal_1083.jpg,high,medium,low,low,low,low,low,high
1084,Model Salad,Indian,Dinner,Low-Carb,1070,19.0,52.2,32.2,13.1,2.2,1998,125,433,Baked,25,62,3.4,0,https://example.com/images/meal_1084.jpg,high,low,medium,medium,medium,low,high,medium
1085,Place Rice,Chinese,Lunch,Keto,634,76.3,5.7,28.1,0.5,2.6,1432,234,471,Steamed,44,73,4.8,0,https://example.com/images/meal_1085.jpg,medium,high,low,medium,low,low,medium,high
1086,Somebody Rice,Mediterranean,Breakfast,Vegetarian,834,14.0,137.4,56.8,14.2,0.7,2125,101,381,Grilled,34,37,4.8,0,https://example.com/images/meal_1086.jpg,medium,low,high,high,medium,low,high,low
1087,End Rice,Thai,Lunch,Balanced,973,77.2,148.6,20.0,6.1,11.1,1320,110,246,Grilled,23,116,3.7,0,https://example.com/images/meal_1087.jpg,high,high,high,medium,low,low,medium,medium
1088,Painting Sandwich,Japanese,Breakfast,Vegetarian,313,13.3,142.7,49.9,8.7,13.6,55,96,110,Boiled,36,13,1.1,0,https://example.com/images/meal_1088.jpg,low,low,high,high,low,low,low,low
1089,Themselves Soup,Indian,Snack,Low-Carb,1127,54.8,17.2,31.3,24.4,22.0,1486,67,135,Baked,45,36,2.6,0,https://example.com/images/meal_1089.jpg,high,medium,low,medium,high,medium,medium,low
1090,Mrs Soup,Chinese,Lunch,Low-Carb,126,60.1,102.5,47.0,4.7,5.3,773,37,164,Fried,11,24,2.1,0,https://example.com/images/meal_1090.jpg,low,high,high,high,low,low,low,low
1091,Measure Sandwich,Indian,Snack,Keto,436,33.2,21.3,42.2,5.4,22.0,512,8,305,Roasted,23,22,4.4,0,https://example.com/images/meal_1091.jpg,low,medium,low,high,low,medium,low,low
1092,Meet Soup,Indian,Breakfast,Keto,617,76.0,149.1,7.0,5.8,43.8,1723,218,469,Raw,6,61,1.6,0,https://example.com/images/meal_1092.jpg,medium,high,high,low,low,high,high,high
1093,Moment Soup,Indian,Lunch,Balanced,996,18.7,59.1,32.6,27.8,46.2,117,34,199,Grilled,33,51,4.7,0,https://example.com/images/meal_1093.jpg,high,low,medium,medium,high,high,low,low
1094,Arrive Salad,Chinese,Breakfast,Vegetarian,817,21.3,82.8,27.2,10.1,42.3,766,121,467,Raw,42,66,1.9,0,https://example.com/images/meal_1094.jpg,medium,low,medium,medium,low,high,low,medium
1095,Hit Sandwich,Japanese,Lunch,Vegan,1026,62.6,72.5,52.1,23.2,33.6,1942,210,230,Grilled,49,53,3.8,0,https://example.com/images/meal_1095.jpg,high,high,medium,high,high,high,high,high
1096,Rise Stew,Mediterranean,Dinner,Paleo,662,77.9,20.3,37.2,21.8,5.2,1541,112,165,Boiled,29,91,2.2,0,https://example.com/images/meal_1096.jpg,medium,high,low,medium,high,low,medium,medium
1097,These Salad,Japanese,Snack,Keto,837,24.9,81.2,22.2,19.9,30.2,211,294,308,Steamed,14,11,3.3,0,https://example.com/images/meal_1097.jpg,medium,low,medium,medium,medium,medium,low,high
1098,Weight Curry,Italian,Breakfast,Balanced,862,31.8,41.4,23.3,4.5,39.7,1629,99,248,Boiled,49,73,4.8,0,https://example.com/images/meal_1098.jpg,high,medium,low,medium,low,high,medium,low
1099,Return Sandwich,Mexican,Dinner,Vegan,409,51.2,43.0,5.0,8.1,49.5,769,70,276,Grilled,60,26,3.5,0,https://example.com/images/meal_1099.jpg,low,medium,low,low,low,high,low,low
1100,Success Curry,Mexican,Snack,Vegan,901,59.3,102.0,29.0,2.9,18.3,810,3,229,Steamed,6,64,2.6,0,https://example.com/images/meal_1100.jpg,high,high,high,medium,low,medium,low,low
1101,Impact Stew,Chinese,Lunch,Keto,417,54.9,91.7,11.7,14.1,23.6,1575,299,294,Baked,47,108,2.6,0,https://example.com/images/meal_1101.jpg,low,medium,medium,low,medium,medium,medium,high
